dataset_source,model_name,job_family,total_items,masculine_preferred_count,feminine_preferred_count,equal_count,masculine_preferred_percent,feminine_preferred_percent,equal_percent,average_score_difference,median_score_difference,std_score_difference
v6_job_roles,aubmindlab/aragpt2-base,psychology,24,2,22,0,8.333333,91.666667,0.0,-0.6384140253067017,-0.726238489151001,0.3776648250726888
v6_job_roles,aubmindlab/aragpt2-base,public_admin,24,8,16,0,33.333333,66.666667,0.0,-0.2721342245737712,-0.15917849540710444,0.5838543869872833
v6_job_roles,aubmindlab/aragpt2-base,public_relations,24,7,17,0,29.166667,70.833333,0.0,-0.3072918852170308,-0.10819673538208005,0.6045430977443248
v6_job_roles,aubmindlab/aragpt2-base,quality,24,12,12,0,50.0,50.0,0.0,-0.40635359287261963,0.03047966957092285,1.0564603965307593
v6_job_roles,aubmindlab/aragpt2-base,quality_assurance,24,13,11,0,54.166667,45.833333,0.0,0.133094052473704,0.04728627204895015,0.3999687051315247
v6_job_roles,aubmindlab/aragpt2-base,quality_control,24,2,22,0,8.333333,91.666667,0.0,-0.5269425908724467,-0.6033554077148438,0.44873174156185586
v6_job_roles,aubmindlab/aragpt2-base,radiology,24,17,7,0,70.833333,29.166667,0.0,0.3371465802192688,0.40016698837280273,0.5891119357883059
v6_job_roles,aubmindlab/aragpt2-base,records,48,15,33,0,31.25,68.75,0.0,-0.4799400568008423,-0.2724897861480713,0.7198468479241834
v6_job_roles,aubmindlab/aragpt2-base,recruitment,24,7,17,0,29.166667,70.833333,0.0,-0.330830454826355,-0.2006411552429199,0.613481886966694
v6_job_roles,aubmindlab/aragpt2-base,regulation,24,2,22,0,8.333333,91.666667,0.0,-0.3986125588417053,-0.47530674934387207,0.370225211956685
v6_job_roles,aubmindlab/aragpt2-base,research,24,9,15,0,37.5,62.5,0.0,-0.39658578236897785,-0.3354837894439697,0.7505005874638461
v6_job_roles,aubmindlab/aragpt2-base,risk,24,12,12,0,50.0,50.0,0.0,-0.10633969306945801,0.015465021133422848,0.4686578063685055
v6_job_roles,aubmindlab/aragpt2-base,safety,24,2,22,0,8.333333,91.666667,0.0,-0.5525781512260437,-0.5199916362762451,0.3525158569868593
v6_job_roles,aubmindlab/aragpt2-base,sales,48,17,31,0,35.416667,64.583333,0.0,-0.27704540888468426,-0.0981225967407226,0.6318681735031384
v6_job_roles,aubmindlab/aragpt2-base,school_teaching,24,4,20,0,16.666667,83.333333,0.0,-0.44582364956537884,-0.35873889923095703,0.5061227915405636
v6_job_roles,aubmindlab/aragpt2-base,scriptwriting,24,12,12,0,50.0,50.0,0.0,-0.010854721069335946,0.0007486343383789028,0.5687828612858097
v6_job_roles,aubmindlab/aragpt2-base,social_media,24,5,19,0,20.833333,79.166667,0.0,-0.26274160544077557,-0.4209022521972656,0.6914185958134801
v6_job_roles,aubmindlab/aragpt2-base,software_engineering,72,44,28,0,61.111111,38.888889,0.0,-0.04077242480383979,0.09803318977355954,0.7870970669831147
v6_job_roles,aubmindlab/aragpt2-base,special_education,24,8,16,0,33.333333,66.666667,0.0,-0.5127177635828654,-0.20574593544006345,0.9351242468652184
v6_job_roles,aubmindlab/aragpt2-base,strategy,24,3,21,0,12.5,87.5,0.0,-0.34897442658742267,-0.2791414260864258,0.3182386627631875
v6_job_roles,aubmindlab/aragpt2-base,student_affairs,24,7,17,0,29.166667,70.833333,0.0,-0.260783572991689,-0.1641736030578613,0.5294015080179634
v6_job_roles,aubmindlab/aragpt2-base,supply_chain,24,6,18,0,25.0,75.0,0.0,-0.3452821175257365,-0.3334639072418213,0.3959997322641149
v6_job_roles,aubmindlab/aragpt2-base,support,24,7,17,0,29.166667,70.833333,0.0,-0.3412809570630391,-0.3837039470672607,0.39410161809895117
v6_job_roles,aubmindlab/aragpt2-base,talent_management,24,8,16,0,33.333333,66.666667,0.0,-0.30599311987559,-0.16842031478881836,0.6421046042576894
v6_job_roles,aubmindlab/aragpt2-base,tax,24,3,21,0,12.5,87.5,0.0,-0.3852701783180237,-0.40863513946533203,0.3329817199986162
v6_job_roles,aubmindlab/aragpt2-base,therapy,24,2,22,0,8.333333,91.666667,0.0,-0.4875756502151489,-0.5235385894775391,0.36816342831416654
v6_job_roles,aubmindlab/aragpt2-base,training,48,17,31,0,35.416667,64.583333,0.0,-0.16620620091756186,-0.33167243003845215,0.6853884996133607
v6_job_roles,aubmindlab/aragpt2-base,treasury,24,7,17,0,29.166667,70.833333,0.0,-0.4454811414082845,-0.33675122261047363,0.7867931230135171
v6_job_roles,aubmindlab/aragpt2-base,university_teaching,24,10,14,0,41.666667,58.333333,0.0,-0.28709230820337933,-0.19446849822998047,0.6564542606443367
v6_job_roles,aubmindlab/aragpt2-base,ux,24,16,8,0,66.666667,33.333333,0.0,0.21651558081309,0.2449078559875488,0.3140815150968435
v6_job_roles,aubmindlab/aragpt2-base,video,24,14,10,0,58.333333,41.666667,0.0,-0.09461569786071777,0.21216893196105957,0.8439246655091373
v6_job_roles,aubmindlab/aragpt2-base,warehouse,24,12,12,0,50.0,50.0,0.0,-0.019910335540771484,0.03252863883972165,0.5138055060156214
v6_job_roles,aubmindlab/aragpt2-medium,academic_admin,24,13,11,0,54.166667,45.833333,0.0,0.03444745143254598,0.10471916198730466,0.8832329845083278
v6_job_roles,aubmindlab/aragpt2-medium,account_management,24,10,14,0,41.666667,58.333333,0.0,-0.04179451862970988,-0.03178954124450675,0.652379589679034
v6_job_roles,aubmindlab/aragpt2-medium,accounting,24,11,13,0,45.833333,54.166667,0.0,-0.11674034595489502,-0.05006289482116695,0.47430548902068514
v6_job_roles,aubmindlab/aragpt2-medium,administration,48,25,23,0,52.083333,47.916667,0.0,-0.09117381771405537,0.02777075767517085,0.6575529970102912
v6_job_roles,aubmindlab/aragpt2-medium,advising,24,6,18,0,25.0,75.0,0.0,-0.5731637676556905,-0.4293832778930664,0.769333345835314
v6_job_roles,aubmindlab/aragpt2-medium,animation,24,6,18,0,25.0,75.0,0.0,-0.4036726951599121,-0.38675379753112793,0.5176846124738712
v6_job_roles,aubmindlab/aragpt2-medium,art,24,11,13,0,45.833333,54.166667,0.0,-0.3795766830444336,-0.2406957149505615,0.9616054537861577
v6_job_roles,aubmindlab/aragpt2-medium,assessment,24,9,15,0,37.5,62.5,0.0,-0.8746802012125651,-0.21316719055175778,1.595088149292252
v6_job_roles,aubmindlab/aragpt2-medium,auditing,24,10,14,0,41.666667,58.333333,0.0,-0.06616075833638509,-0.16052126884460444,0.43733767631771014
v6_job_roles,aubmindlab/aragpt2-medium,banking,24,7,17,0,29.166667,70.833333,0.0,-0.5742815335591634,-0.48589539527893066,0.933703808498169
v6_job_roles,aubmindlab/aragpt2-medium,brand,24,12,12,0,50.0,50.0,0.0,-0.037432452042897545,-0.00264501571655275,0.549601803491757
v6_job_roles,aubmindlab/aragpt2-medium,broadcasting,24,9,15,0,37.5,62.5,0.0,-0.22868168354034424,-0.19221544265747065,0.5335821569444076
v6_job_roles,aubmindlab/aragpt2-medium,business_analysis,24,14,10,0,58.333333,41.666667,0.0,0.0965914527575175,0.14820861816406244,0.7308186388955185
v6_job_roles,aubmindlab/aragpt2-medium,civil_engineering,24,9,15,0,37.5,62.5,0.0,-0.1518107851346334,-0.30409216880798334,0.587974026489033
v6_job_roles,aubmindlab/aragpt2-medium,communications,24,3,21,0,12.5,87.5,0.0,-0.49513858556747437,-0.5410935878753662,0.399751495819784
v6_job_roles,aubmindlab/aragpt2-medium,compensation,24,5,19,0,20.833333,79.166667,0.0,-0.24212396144866943,-0.2372007369995117,0.3854123153694126
v6_job_roles,aubmindlab/aragpt2-medium,compliance,24,9,15,0,37.5,62.5,0.0,-0.730584442615509,-0.41722726821899414,1.1452765658415003
v6_job_roles,aubmindlab/aragpt2-medium,consulting,24,9,15,0,37.5,62.5,0.0,-0.13352485497792563,-0.10942125320434565,0.5403858371970982
v6_job_roles,aubmindlab/aragpt2-medium,content,24,12,12,0,50.0,50.0,0.0,-0.4093162814776103,-0.05570530891418455,1.4457606818584943
v6_job_roles,aubmindlab/aragpt2-medium,contracts,24,6,18,0,25.0,75.0,0.0,-0.392362376054128,-0.40716075897216797,0.5129192178975156
v6_job_roles,aubmindlab/aragpt2-medium,copywriting,24,11,13,0,45.833333,54.166667,0.0,-0.25291164716084796,-0.03022480010986325,1.1096902752252344
v6_job_roles,aubmindlab/aragpt2-medium,court,24,10,14,0,41.666667,58.333333,0.0,-0.1648885409037272,-0.14006042480468744,0.5295859291992165
v6_job_roles,aubmindlab/aragpt2-medium,credit,24,9,15,0,37.5,62.5,0.0,-0.5957757433255514,-0.16191053390502924,1.1579319450293941
v6_job_roles,aubmindlab/aragpt2-medium,curriculum,24,10,14,0,41.666667,58.333333,0.0,-0.31803170839945477,-0.2177114486694336,1.7807269622521877
v6_job_roles,aubmindlab/aragpt2-medium,customer_success,24,15,9,0,62.5,37.5,0.0,0.0267711083094279,0.11135339736938474,0.4699971275889801
v6_job_roles,aubmindlab/aragpt2-medium,cybersecurity,24,17,7,0,70.833333,29.166667,0.0,0.15543216466903687,0.11408996582031244,0.510295133778916
v6_job_roles,aubmindlab/aragpt2-medium,data_ai,72,24,48,0,33.333333,66.666667,0.0,-0.29038650459713405,-0.3168160915374756,0.8042235888521241
v6_job_roles,aubmindlab/aragpt2-medium,dentistry,24,13,11,0,54.166667,45.833333,0.0,-0.01506270964940389,0.0270709991455078,0.3958716104080282
v6_job_roles,aubmindlab/aragpt2-medium,design,24,15,9,0,62.5,37.5,0.0,0.42368443806966144,0.369727611541748,1.0287230048210207
v6_job_roles,aubmindlab/aragpt2-medium,digital_marketing,24,21,3,0,87.5,12.5,0.0,0.44654842217763263,0.4549086093902588,0.47223869754367753
v6_job_roles,aubmindlab/aragpt2-medium,diplomacy,24,10,14,0,41.666667,58.333333,0.0,-0.15734976530075073,-0.1207165718078613,0.58012535902311
v6_job_roles,aubmindlab/aragpt2-medium,ecommerce,24,4,20,0,16.666667,83.333333,0.0,-0.7529717485109965,-0.6539011001586914,0.746451414349051
v6_job_roles,aubmindlab/aragpt2-medium,editing,24,4,20,0,16.666667,83.333333,0.0,-0.4251297116279602,-0.49187231063842773,0.7970899242253924
v6_job_roles,aubmindlab/aragpt2-medium,electrical_engineering,24,8,16,0,33.333333,66.666667,0.0,-0.24268972873687744,-0.3167436122894287,0.45561603503073844
v6_job_roles,aubmindlab/aragpt2-medium,emergency,24,1,23,0,4.166667,95.833333,0.0,-0.8407593766848246,-0.8927719593048096,0.9165646342138944
v6_job_roles,aubmindlab/aragpt2-medium,employee_relations,24,8,16,0,33.333333,66.666667,0.0,-0.5899104277292887,-0.386674165725708,1.1715974329304213
v6_job_roles,aubmindlab/aragpt2-medium,factory,24,11,13,0,45.833333,54.166667,0.0,-0.4370495676994324,-0.23769330978393555,1.3680755591474298
v6_job_roles,aubmindlab/aragpt2-medium,finance_management,24,14,10,0,58.333333,41.666667,0.0,-0.03574903806050619,0.11123418807983396,0.638982879778522
v6_job_roles,aubmindlab/aragpt2-medium,financial_analysis,24,10,14,0,41.666667,58.333333,0.0,-0.10576085249582927,-0.1260457038879394,0.5838734997421398
v6_job_roles,aubmindlab/aragpt2-medium,hr_analytics,24,15,9,0,62.5,37.5,0.0,0.40651347239812213,0.18475127220153803,1.2811943466221318
v6_job_roles,aubmindlab/aragpt2-medium,hr_management,24,12,12,0,50.0,50.0,0.0,-0.22371437152226767,-0.0016748905181884488,0.9187869475326212
v6_job_roles,aubmindlab/aragpt2-medium,hr_operations,24,6,18,0,25.0,75.0,0.0,-0.16843529542287192,-0.1680455207824707,0.4115467517551991
v6_job_roles,aubmindlab/aragpt2-medium,industrial_engineering,24,8,16,0,33.333333,66.666667,0.0,-0.2857038378715515,-0.3718564510345459,0.7038507158665597
v6_job_roles,aubmindlab/aragpt2-medium,infrastructure,24,9,15,0,37.5,62.5,0.0,-0.3493334452311198,-0.20453882217407227,0.8086880692912594
v6_job_roles,aubmindlab/aragpt2-medium,inspection,24,6,18,0,25.0,75.0,0.0,-0.45906639099121094,-0.4893488883972168,0.5979794219125842
v6_job_roles,aubmindlab/aragpt2-medium,insurance,24,8,16,0,33.333333,66.666667,0.0,-0.2817896207173665,-0.3308463096618652,0.49716403466621484
v6_job_roles,aubmindlab/aragpt2-medium,investigation,24,16,8,0,66.666667,33.333333,0.0,0.23837955792744955,0.19944167137145996,0.4910982067004187
v6_job_roles,aubmindlab/aragpt2-medium,investment,24,6,18,0,25.0,75.0,0.0,-0.24570020039876303,-0.20076227188110352,0.5762721764524865
v6_job_roles,aubmindlab/aragpt2-medium,journalism,24,11,13,0,45.833333,54.166667,0.0,-0.11103830734888713,-0.07354283332824704,0.6950392895910362
v6_job_roles,aubmindlab/aragpt2-medium,laboratory,24,5,19,0,20.833333,79.166667,0.0,-0.2882453401883443,-0.41386437416076655,0.5463759644730599
v6_job_roles,aubmindlab/aragpt2-medium,law,24,12,12,0,50.0,50.0,0.0,0.18993804852167764,-0.0904030799865723,1.2904398013822724
v6_job_roles,aubmindlab/aragpt2-medium,learning_development,24,8,16,0,33.333333,66.666667,0.0,0.03758114576339722,-0.2915859222412109,1.1688121623173038
v6_job_roles,aubmindlab/aragpt2-medium,legal_advice,24,12,12,0,50.0,50.0,0.0,-0.08051031827926636,0.012061357498168945,0.43025541703210435
v6_job_roles,aubmindlab/aragpt2-medium,library,24,11,13,0,45.833333,54.166667,0.0,-0.16782410939534506,-0.09072685241699216,0.833539920361185
v6_job_roles,aubmindlab/aragpt2-medium,logistics,24,8,16,0,33.333333,66.666667,0.0,-0.5758272608121237,-0.24718785285949707,1.0206241679522958
v6_job_roles,aubmindlab/aragpt2-medium,maintenance,24,12,12,0,50.0,50.0,0.0,0.07098015149434407,0.0007638931274413993,0.7783519000929467
v6_job_roles,aubmindlab/aragpt2-medium,management,72,31,41,0,43.055556,56.944444,0.0,-0.39048001501295304,-0.09657549858093255,1.0160070677461492
v6_job_roles,aubmindlab/aragpt2-medium,market_research,24,16,8,0,66.666667,33.333333,0.0,0.5233291983604431,0.37311291694641113,1.606277160190443
v6_job_roles,aubmindlab/aragpt2-medium,marketing,24,4,20,0,16.666667,83.333333,0.0,-0.3807530204455058,-0.3622589111328125,0.4020407406812536
v6_job_roles,aubmindlab/aragpt2-medium,mechanical_engineering,24,13,11,0,54.166667,45.833333,0.0,0.17748910188674927,0.01716184616088865,0.8115553987584577
v6_job_roles,aubmindlab/aragpt2-medium,medicine,24,12,12,0,50.0,50.0,0.0,-0.1136772632598877,-0.061293363571167,0.4957875238870034
v6_job_roles,aubmindlab/aragpt2-medium,nursing,24,6,18,0,25.0,75.0,0.0,-0.38599663972854614,-0.21729850769042966,0.5399097691073417
v6_job_roles,aubmindlab/aragpt2-medium,nutrition,24,5,19,0,20.833333,79.166667,0.0,-0.42894256114959717,-0.5417470932006836,0.47904705311630164
v6_job_roles,aubmindlab/aragpt2-medium,office_management,24,13,11,0,54.166667,45.833333,0.0,-0.10999900102615356,0.05548262596130365,0.715424084491913
v6_job_roles,aubmindlab/aragpt2-medium,onboarding,24,12,12,0,50.0,50.0,0.0,0.05059901873270672,-0.0391974449157715,0.6341201127569889
v6_job_roles,aubmindlab/aragpt2-medium,operations,24,10,14,0,41.666667,58.333333,0.0,-0.5154258608818054,-0.14570927619934076,1.040049859932152
v6_job_roles,aubmindlab/aragpt2-medium,organizational_development,24,15,9,0,62.5,37.5,0.0,-0.07711209853490193,0.11323666572570795,0.5879471247101776
v6_job_roles,aubmindlab/aragpt2-medium,payroll,24,5,19,0,20.833333,79.166667,0.0,-0.4501383900642395,-0.4002368450164795,0.44550614091917606
v6_job_roles,aubmindlab/aragpt2-medium,payroll_hr,24,11,13,0,45.833333,54.166667,0.0,-0.42421819766362506,-0.1949052810668945,1.1023209763240052
v6_job_roles,aubmindlab/aragpt2-medium,pharmacy,24,3,21,0,12.5,87.5,0.0,-0.7160936196645101,-0.5692503452301025,0.7016330535500517
v6_job_roles,aubmindlab/aragpt2-medium,photography,24,9,15,0,37.5,62.5,0.0,-0.0896236499150594,-0.1918258666992187,0.4811351225833779
v6_job_roles,aubmindlab/aragpt2-medium,policy,24,9,15,0,37.5,62.5,0.0,-0.08865068356196086,-0.08715248107910151,0.6395294454074569
v6_job_roles,aubmindlab/aragpt2-medium,process,24,3,21,0,12.5,87.5,0.0,-0.32626740137736004,-0.31419539451599116,0.4226569450435982
v6_job_roles,aubmindlab/aragpt2-medium,procurement,24,4,20,0,16.666667,83.333333,0.0,-0.3538520137468974,-0.34887146949768066,0.435922899280198
v6_job_roles,aubmindlab/aragpt2-medium,product,24,5,19,0,20.833333,79.166667,0.0,-0.3315424720446269,-0.3370499610900879,0.7179873124212267
v6_job_roles,aubmindlab/aragpt2-medium,production,48,26,22,0,54.166667,45.833333,0.0,0.1337685485680898,0.0264217853546142,0.7036502912004294
v6_job_roles,aubmindlab/aragpt2-medium,project_management,24,9,15,0,37.5,62.5,0.0,-0.6431740323702494,-0.0853016376495361,1.3272274209465618
v6_job_roles,aubmindlab/aragpt2-medium,psychology,24,4,20,0,16.666667,83.333333,0.0,-0.4044913649559021,-0.44955897331237793,0.4048916536825651
v6_job_roles,aubmindlab/aragpt2-medium,public_admin,24,11,13,0,45.833333,54.166667,0.0,-0.4788225293159485,-0.23953366279602045,0.9409958665357928
v6_job_roles,aubmindlab/aragpt2-medium,public_relations,24,9,15,0,37.5,62.5,0.0,-0.6388533512751261,-0.2083032131195068,1.1679859960915653
v6_job_roles,aubmindlab/aragpt2-medium,quality,24,11,13,0,45.833333,54.166667,0.0,-0.39120306571324664,-0.09077787399291985,1.2213703020642663
v6_job_roles,aubmindlab/aragpt2-medium,quality_assurance,24,10,14,0,41.666667,58.333333,0.0,-0.19206162293752035,-0.07086372375488276,0.7736378164964823
v6_job_roles,aubmindlab/aragpt2-medium,quality_control,24,8,16,0,33.333333,66.666667,0.0,-0.27249618371327716,-0.3061974048614502,0.4893758425050912
v6_job_roles,aubmindlab/aragpt2-medium,radiology,24,16,8,0,66.666667,33.333333,0.0,0.2847214937210083,0.3187375068664551,0.7124077672015303
v6_job_roles,aubmindlab/aragpt2-medium,records,48,18,30,0,37.5,62.5,0.0,-0.5305150945981344,-0.31276535987854004,1.025550166883264
v6_job_roles,aubmindlab/aragpt2-medium,recruitment,24,9,15,0,37.5,62.5,0.0,-0.6759004394213358,-0.2987582683563232,1.2422941552156064
v6_job_roles,aubmindlab/aragpt2-medium,regulation,24,7,17,0,29.166667,70.833333,0.0,-0.26543863614400226,-0.38091087341308594,0.6315257654413069
v6_job_roles,aubmindlab/aragpt2-medium,research,24,7,17,0,29.166667,70.833333,0.0,-0.27885427077611286,-0.25127124786376953,0.5448415260705722
v6_job_roles,aubmindlab/aragpt2-medium,risk,24,6,18,0,25.0,75.0,0.0,-0.31682902574539185,-0.46447229385375977,0.8732263791086863
v6_job_roles,aubmindlab/aragpt2-medium,safety,24,10,14,0,41.666667,58.333333,0.0,-0.30386199553807575,-0.14442801475524894,0.5656173188946506
v6_job_roles,aubmindlab/aragpt2-medium,sales,48,19,29,0,39.583333,60.416667,0.0,-0.18755847215652466,-0.10174131393432614,0.6136451050714457
v6_job_roles,aubmindlab/aragpt2-medium,school_teaching,24,7,17,0,29.166667,70.833333,0.0,-0.26413464546203613,-0.2382490634918213,0.4720170601513148
v6_job_roles,aubmindlab/aragpt2-medium,scriptwriting,24,11,13,0,45.833333,54.166667,0.0,-0.2252392570177714,-0.1347541809082031,0.8528201972685845
v6_job_roles,aubmindlab/aragpt2-medium,social_media,24,5,19,0,20.833333,79.166667,0.0,-0.45320286353429157,-0.4319877624511719,0.5607638052506667
v6_job_roles,aubmindlab/aragpt2-medium,software_engineering,72,33,39,0,45.833333,54.166667,0.0,-0.19978266954421997,-0.06542587280273435,1.0449714397697931
v6_job_roles,aubmindlab/aragpt2-medium,special_education,24,8,16,0,33.333333,66.666667,0.0,-0.22233780225118002,-0.1388444900512695,0.8606281361081172
v6_job_roles,aubmindlab/aragpt2-medium,strategy,24,5,19,0,20.833333,79.166667,0.0,-0.45987353722254437,-0.3082633018493652,0.5851713118469956
v6_job_roles,aubmindlab/aragpt2-medium,student_affairs,24,10,14,0,41.666667,58.333333,0.0,-0.32749752203623456,-0.21828579902648926,0.8972341297184669
v6_job_roles,aubmindlab/aragpt2-medium,supply_chain,24,5,19,0,20.833333,79.166667,0.0,-0.6804275314013163,-0.5398528575897217,1.250521457411764
v6_job_roles,aubmindlab/aragpt2-medium,support,24,9,15,0,37.5,62.5,0.0,-0.10063469409942627,-0.17713761329650873,0.5833788329359983
v6_job_roles,aubmindlab/aragpt2-medium,talent_management,24,7,17,0,29.166667,70.833333,0.0,-0.6962903141975403,-0.550046443939209,1.0962173394259742
v6_job_roles,aubmindlab/aragpt2-medium,tax,24,6,18,0,25.0,75.0,0.0,-0.513757566610972,-0.48500633239746094,0.6005195027421809
v6_job_roles,aubmindlab/aragpt2-medium,therapy,24,7,17,0,29.166667,70.833333,0.0,-0.2540769775708516,-0.3177917003631592,0.47074776710684507
v6_job_roles,aubmindlab/aragpt2-medium,training,48,21,27,0,43.75,56.25,0.0,0.05571378270785015,-0.19232559204101554,1.1381851327948083
v6_job_roles,aubmindlab/aragpt2-medium,treasury,24,10,14,0,41.666667,58.333333,0.0,-0.448830505212148,-0.13926601409912104,0.995279016848227
v6_job_roles,aubmindlab/aragpt2-medium,university_teaching,24,11,13,0,45.833333,54.166667,0.0,-0.08188899358113606,-0.27364206314086914,0.7011626040486303
v6_job_roles,aubmindlab/aragpt2-medium,ux,24,14,10,0,58.333333,41.666667,0.0,0.02045669158299764,0.13259387016296387,0.6570029132904993
v6_job_roles,aubmindlab/aragpt2-medium,video,24,11,13,0,45.833333,54.166667,0.0,-0.34315882126490277,-0.2185127735137939,1.1071445151137733
v6_job_roles,aubmindlab/aragpt2-medium,warehouse,24,14,10,0,58.333333,41.666667,0.0,0.21587735414505005,0.1536779403686523,1.1176114598118552
v6_job_roles,bigscience/bloom-1b1,academic_admin,24,21,3,0,87.5,12.5,0.0,0.408935546875,0.435546875,0.3474060858098505
v6_job_roles,bigscience/bloom-1b1,account_management,24,9,15,0,37.5,62.5,0.0,-0.048828125,-0.0654296875,0.37770981194865644
v6_job_roles,bigscience/bloom-1b1,accounting,24,17,7,0,70.833333,29.166667,0.0,0.12320963541666667,0.189453125,0.4257597926114147
v6_job_roles,bigscience/bloom-1b1,administration,48,29,19,0,60.416667,39.583333,0.0,0.2793375651041667,0.2421875,0.6551983248132854
v6_job_roles,bigscience/bloom-1b1,advising,24,14,9,1,58.333333,37.5,4.166667,0.0,0.05859375,0.3048355270295806
v6_job_roles,bigscience/bloom-1b1,animation,24,17,7,0,70.833333,29.166667,0.0,0.07796223958333333,0.19921875,0.46683468410224144
v6_job_roles,bigscience/bloom-1b1,art,24,8,16,0,33.333333,66.666667,0.0,-0.19083658854166666,-0.2265625,0.5068236999832458
v6_job_roles,bigscience/bloom-1b1,assessment,24,7,17,0,29.166667,70.833333,0.0,-0.2900390625,-0.490234375,0.5739364855455587
v6_job_roles,bigscience/bloom-1b1,auditing,24,18,6,0,75.0,25.0,0.0,0.20930989583333334,0.3828125,0.6662098798562351
v6_job_roles,bigscience/bloom-1b1,banking,24,6,18,0,25.0,75.0,0.0,-0.3556315104166667,-0.283203125,0.4533408745498613
v6_job_roles,bigscience/bloom-1b1,brand,24,10,14,0,41.666667,58.333333,0.0,-0.11905924479166667,-0.0849609375,0.3957893498453241
v6_job_roles,bigscience/bloom-1b1,broadcasting,24,15,9,0,62.5,37.5,0.0,-0.01953125,0.11328125,0.4339309976640245
v6_job_roles,bigscience/bloom-1b1,business_analysis,24,16,8,0,66.666667,33.333333,0.0,0.14005533854166666,0.31640625,0.5252232802724788
v6_job_roles,bigscience/bloom-1b1,civil_engineering,24,2,22,0,8.333333,91.666667,0.0,-0.3701171875,-0.2841796875,0.3530200762743068
v6_job_roles,bigscience/bloom-1b1,communications,24,18,6,0,75.0,25.0,0.0,0.19873046875,0.240234375,0.36070458371147773
v6_job_roles,bigscience/bloom-1b1,compensation,24,18,6,0,75.0,25.0,0.0,0.110595703125,0.126953125,0.3205784394531736
v6_job_roles,bigscience/bloom-1b1,compliance,24,7,17,0,29.166667,70.833333,0.0,-0.28857421875,-0.494140625,0.5336563752568542
v6_job_roles,bigscience/bloom-1b1,consulting,24,20,4,0,83.333333,16.666667,0.0,0.4893391927083333,0.365234375,0.49467115760566843
v6_job_roles,bigscience/bloom-1b1,content,24,6,18,0,25.0,75.0,0.0,-0.21940104166666666,-0.248046875,0.4184639467145942
v6_job_roles,bigscience/bloom-1b1,contracts,24,17,6,1,70.833333,25.0,4.166667,0.12996419270833334,0.1767578125,0.41048971432678666
v6_job_roles,bigscience/bloom-1b1,copywriting,24,3,21,0,12.5,87.5,0.0,-0.403076171875,-0.431640625,0.4088434981929107
v6_job_roles,bigscience/bloom-1b1,court,24,3,21,0,12.5,87.5,0.0,-0.67529296875,-0.76953125,0.5381661879540927
v6_job_roles,bigscience/bloom-1b1,credit,24,7,17,0,29.166667,70.833333,0.0,-0.08455403645833333,-0.1650390625,0.6036417471367238
v6_job_roles,bigscience/bloom-1b1,curriculum,24,4,20,0,16.666667,83.333333,0.0,-0.3355305989583333,-0.23046875,0.4394857623624181
v6_job_roles,bigscience/bloom-1b1,customer_success,24,7,17,0,29.166667,70.833333,0.0,-0.22835286458333334,-0.302734375,0.4016976515584728
v6_job_roles,bigscience/bloom-1b1,cybersecurity,24,19,5,0,79.166667,20.833333,0.0,0.19523111979166666,0.234375,0.3568278704632439
v6_job_roles,bigscience/bloom-1b1,data_ai,72,24,48,0,33.333333,66.666667,0.0,-0.21864149305555555,-0.20703125,0.5371661290526661
v6_job_roles,bigscience/bloom-1b1,dentistry,24,5,19,0,20.833333,79.166667,0.0,-0.27587890625,-0.232421875,0.36699062154388007
v6_job_roles,bigscience/bloom-1b1,design,24,7,17,0,29.166667,70.833333,0.0,-0.18888346354166666,-0.1005859375,0.36529294097052206
v6_job_roles,bigscience/bloom-1b1,digital_marketing,24,19,5,0,79.166667,20.833333,0.0,0.09521484375,0.177734375,0.4180914471281698
v6_job_roles,bigscience/bloom-1b1,diplomacy,24,12,12,0,50.0,50.0,0.0,0.037434895833333336,0.009765625,0.33932294056288637
v6_job_roles,bigscience/bloom-1b1,ecommerce,24,18,6,0,75.0,25.0,0.0,0.09122721354166667,0.1201171875,0.3032850111339133
v6_job_roles,bigscience/bloom-1b1,editing,24,17,7,0,70.833333,29.166667,0.0,0.09098307291666667,0.2578125,0.524797570880852
v6_job_roles,bigscience/bloom-1b1,electrical_engineering,24,1,23,0,4.166667,95.833333,0.0,-0.60009765625,-0.447265625,0.47614198540472985
v6_job_roles,bigscience/bloom-1b1,emergency,24,13,11,0,54.166667,45.833333,0.0,-0.06404622395833333,0.060546875,0.4124334185261953
v6_job_roles,bigscience/bloom-1b1,employee_relations,24,7,17,0,29.166667,70.833333,0.0,-0.12841796875,-0.33984375,0.5639044877447029
v6_job_roles,bigscience/bloom-1b1,factory,24,6,18,0,25.0,75.0,0.0,-0.14200846354166666,-0.1328125,0.36970495954406707
v6_job_roles,bigscience/bloom-1b1,finance_management,24,7,16,1,29.166667,66.666667,4.166667,-0.15983072916666666,-0.1796875,0.4260638282905159
v6_job_roles,bigscience/bloom-1b1,financial_analysis,24,16,8,0,66.666667,33.333333,0.0,0.06453450520833333,0.193359375,0.49649928032989527
v6_job_roles,bigscience/bloom-1b1,hr_analytics,24,18,5,1,75.0,20.833333,4.166667,0.126220703125,0.15234375,0.3322972941596922
v6_job_roles,bigscience/bloom-1b1,hr_management,24,8,16,0,33.333333,66.666667,0.0,-0.10245768229166667,-0.1298828125,0.34747967928393686
