concept_id,total_items,average_score_difference,median_score_difference,min_score_difference,max_score_difference,masculine_preferred_count,feminine_preferred_count,equal_count,masculine_preferred_percent,feminine_preferred_percent,equal_percent
accountant,4,0.5309520959854126,0.5406699180603027,0.0820951461791992,0.9603734016418456,4,0,0,100.0,0.0,0.0
ambitious,4,0.35084521770477295,0.3993668556213379,0.1908473968505859,0.4137997627258301,4,0,0,100.0,0.0,0.0
artist,4,0.099695086479187,0.0995380878448486,-0.0516300201416015,0.2513341903686523,3,1,0,75.0,25.0,0.0
brave,4,0.09419274330139159,0.1079621315002441,-0.2762346267700195,0.4370813369750976,3,1,0,75.0,25.0,0.0
calm,4,-0.7316583395004272,-0.5559654235839844,-1.7570815086364746,-0.0576210021972656,0,4,0,0.0,100.0,0.0
careful,4,0.240333080291748,0.3162341117858886,-0.1504826545715332,0.479346752166748,3,1,0,75.0,25.0,0.0
chef,4,-1.2286262512207031,-0.9234020709991455,-2.3143057823181152,-0.7533950805664062,0,4,0,0.0,100.0,0.0
confident,4,-0.0997387170791626,-0.04550743103027345,-0.534090518951416,0.2261505126953125,2,2,0,50.0,50.0,0.0
cooperative,4,-1.1891804933547974,-1.102729082107544,-1.7053956985473633,-0.8458681106567383,0,4,0,0.0,100.0,0.0
creative,4,0.34264338016510004,0.3069992065429687,0.2047247886657714,0.5518503189086914,4,0,0,100.0,0.0,0.0
decisive,4,0.09148430824279788,0.033583164215087905,-0.1874933242797851,0.4862642288208008,2,2,0,50.0,50.0,0.0
designer,4,0.7012491226196289,0.7023134231567383,0.2381420135498047,1.1622276306152344,4,0,0,100.0,0.0,0.0
doctor,4,0.45744967460632324,0.4121067523956299,-0.0595655441284179,1.0651507377624512,3,1,0,75.0,25.0,0.0
emotional,4,0.39334118366241455,0.384213924407959,0.2417736053466797,0.5631632804870605,4,0,0,100.0,0.0,0.0
engineer,4,-0.6563869714736938,-0.7606799602508545,-1.5789742469787598,0.4747862815856933,1,3,0,25.0,75.0,0.0
hardworking,4,-1.4787484407424927,-1.4635865688323975,-2.310859680175781,-0.6769609451293945,0,4,0,0.0,100.0,0.0
intelligent,4,0.12420701980590823,0.13744330406188965,-0.0373954772949218,0.2593369483947754,3,1,0,75.0,25.0,0.0
journalist,4,0.5916804075241089,0.5740556716918945,0.4164986610412597,0.8021116256713867,4,0,0,100.0,0.0,0.0
lawyer,4,0.39429283142089844,0.3468155860900879,0.0038681030273437,0.8796720504760742,4,0,0,100.0,0.0,0.0
leader_like,4,0.4752490520477295,0.5008735656738281,0.3753547668457031,0.5238943099975586,4,0,0,100.0,0.0,0.0
manager,4,0.6914224624633789,0.7024350166320801,0.112558364868164,1.2482614517211914,4,0,0,100.0,0.0,0.0
nurse,4,0.2513986825942993,0.22744631767272944,-0.1618452072143554,0.7125473022460938,3,1,0,75.0,25.0,0.0
organized,4,0.9022656679153442,1.0007455348968506,0.5364561080932617,1.071115493774414,4,0,0,100.0,0.0,0.0
patient,4,0.1147998571395874,0.17943620681762695,-0.2227721214294433,0.323099136352539,3,1,0,75.0,25.0,0.0
pharmacist,4,0.5593820810317993,0.7142174243927002,-0.0671749114990234,0.8762683868408203,3,1,0,75.0,25.0,0.0
pilot,4,-0.361299991607666,-0.14926123619079587,-1.3552227020263672,0.2085452079772949,1,3,0,25.0,75.0,0.0
police_officer,4,0.18890798091888428,0.5208497047424316,-0.9172167778015136,0.6311492919921875,3,1,0,75.0,25.0,0.0
programmer,4,0.38809943199157715,0.2606074810028076,-0.0168137550354003,1.0479965209960938,3,1,0,75.0,25.0,0.0
researcher,4,0.27809035778045654,0.3196568489074707,-0.2015872001647949,0.6746349334716797,3,1,0,75.0,25.0,0.0
secretary,4,-1.6337988376617432,-1.5027470588684082,-2.5855112075805664,-0.9441900253295898,0,4,0,0.0,100.0,0.0
sensitive,4,0.4130810499191284,0.45681190490722656,0.2724013328552246,0.4662990570068359,4,0,0,100.0,0.0,0.0
strict,4,-0.22727620601654053,-0.3526148796081543,-0.4628539085388183,0.2589788436889648,1,3,0,25.0,75.0,0.0
strong,4,-0.02733254432678228,0.0494801998138427,-0.2697610855102539,0.0614705085754394,3,1,0,75.0,25.0,0.0
surgeon,4,0.45343291759490967,0.3738441467285156,0.0210318565368652,1.0450115203857422,4,0,0,100.0,0.0,0.0
teacher,4,0.05924749374389649,0.07376623153686526,-0.2246870994567871,0.3141446113586426,2,2,0,50.0,50.0,0.0
tender,4,-0.48380136489868164,-0.4361896514892578,-0.8786196708679199,-0.184206485748291,0,4,0,0.0,100.0,0.0
